contestId,index,name,points,rating,tags,type
722,A,Broken Clock,500.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
625,C,K-special Tables,1000.0,1300.0,"['constructive algorithms', 'implementation']",PROGRAMMING
612,A,The Text Splitting,,1300.0,"['brute force', 'implementation', 'strings']",PROGRAMMING
610,B,Vika and Squares,1000.0,1300.0,['implementation'],PROGRAMMING
48,B,Land Lot,,1300.0,"['brute force', 'implementation']",PROGRAMMING
982,B,Bus of Characters,1000.0,1300.0,"['data structures', 'greedy', 'implementation']",PROGRAMMING
976,B,Lara Croft and the New Game,,1300.0,"['implementation', 'math']",PROGRAMMING
16,B,Burglar and Matches,,1300.0,"['greedy', 'implementation', 'sortings']",PROGRAMMING
112,B,Petya and Square,1000.0,1300.0,"['implementation', 'math']",PROGRAMMING
100,A,Carpeting the Room,,1300.0,"['*special', 'implementation']",PROGRAMMING
426,B,Sereja and Mirroring,1000.0,1300.0,['implementation'],PROGRAMMING
285,B,Find Marble,1000.0,1300.0,['implementation'],PROGRAMMING
526,A,King of Thieves,500.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
347,A,Difference Row,500.0,1300.0,"['implementation', 'sortings']",PROGRAMMING
463,A,Caisa and Sugar,500.0,1300.0,['implementation'],PROGRAMMING
131,B,Opposites Attract,1000.0,1300.0,"['implementation', 'math']",PROGRAMMING
413,B,Spyke Chatting,1000.0,1300.0,['implementation'],PROGRAMMING
459,B,Pashmak and Flowers,500.0,1300.0,"['combinatorics', 'implementation', 'sortings']",PROGRAMMING
469,B,Chat Online,1000.0,1300.0,['implementation'],PROGRAMMING
412,C,Pattern,1500.0,1300.0,"['implementation', 'strings']",PROGRAMMING
474,B,Worms,1000.0,1300.0,"['binary search', 'implementation']",PROGRAMMING
134,A,Average Numbers,500.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
236,B,Easy Number Challenge,1000.0,1300.0,"['implementation', 'number theory']",PROGRAMMING
475,A,Bayan Bus,500.0,1300.0,['implementation'],PROGRAMMING
416,B,Art Union,1000.0,1300.0,"['brute force', 'dp', 'implementation']",PROGRAMMING
489,A,SwapSort,500.0,1300.0,"['implementation', 'sortings']",PROGRAMMING
454,B,Little Pony and Sort by Shift,1000.0,1300.0,['implementation'],PROGRAMMING
312,A,Whose sentence is it?,500.0,1300.0,['implementation'],PROGRAMMING
132,A,Turing Tape,500.0,1300.0,['implementation'],PROGRAMMING
318,B,Strings of Power,500.0,1300.0,"['implementation', 'strings', 'two pointers']",PROGRAMMING
451,B,Sort the Array,1000.0,1300.0,"['implementation', 'sortings']",PROGRAMMING
125,B,Simple XML,1500.0,1300.0,['implementation'],PROGRAMMING
400,B,Inna and New Matrix of Candies,1000.0,1300.0,"['brute force', 'implementation', 'schedules']",PROGRAMMING
332,A,Down the Hatch!,500.0,1300.0,['implementation'],PROGRAMMING
298,A,Snow Footprints,500.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
146,B,Lucky Mask,1000.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
151,B,Phone Numbers,1000.0,1300.0,"['implementation', 'strings']",PROGRAMMING
144,B,Meeting,1000.0,1300.0,['implementation'],PROGRAMMING
1003,C,Intense Heat,,1300.0,"['brute force', 'implementation', 'math']",PROGRAMMING
130,A,Hexagonal numbers,,1300.0,"['*special', 'implementation']",PROGRAMMING
221,B,Little Elephant and Numbers,1000.0,1300.0,['implementation'],PROGRAMMING
546,B,Soldier and Badges,1000.0,1300.0,"['brute force', 'greedy', 'implementation', 'sortings']",PROGRAMMING
552,B,Vanya and Books,1000.0,1300.0,"['implementation', 'math']",PROGRAMMING
69,B,Bets,1000.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
350,A,TL,500.0,1300.0,"['brute force', 'greedy', 'implementation']",PROGRAMMING
216,A,Tiling with Hexagons,500.0,1300.0,"['implementation', 'math']",PROGRAMMING
378,B,Semifinals,1000.0,1300.0,"['implementation', 'sortings']",PROGRAMMING
352,B,Jeff and Periods,1000.0,1300.0,"['implementation', 'sortings']",PROGRAMMING
376,B,I.O.U.,1000.0,1300.0,['implementation'],PROGRAMMING
560,B,Gerald is into Art,1000.0,1300.0,"['constructive algorithms', 'implementation']",PROGRAMMING
353,A,Domino,500.0,1300.0,"['implementation', 'math']",PROGRAMMING
567,B,Berland National Library,1000.0,1300.0,['implementation'],PROGRAMMING
195,B,After Training,1000.0,1300.0,"['data structures', 'implementation', 'math']",PROGRAMMING
192,A,Funky Numbers,500.0,1300.0,"['binary search', 'brute force', 'implementation']",PROGRAMMING
147,A,Punctuation,500.0,1300.0,"['implementation', 'strings']",PROGRAMMING
570,B,Simple Game,1000.0,1300.0,"['constructive algorithms', 'games', 'greedy', 'implementation', 'math']",PROGRAMMING
370,B,Berland Bingo,500.0,1300.0,['implementation'],PROGRAMMING
180,F,Mathematical Analysis Rocks!,,1300.0,"['constructive algorithms', 'implementation', 'math']",PROGRAMMING
586,B,Laurenty and Shop,1000.0,1300.0,['implementation'],PROGRAMMING
173,A,Rock-Paper-Scissors,500.0,1300.0,"['implementation', 'math']",PROGRAMMING
116,B,Little Pigs and Wolves,1000.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
385,B,Bear and Strings,1000.0,1300.0,"['brute force', 'greedy', 'implementation', 'math', 'strings']",PROGRAMMING
459,A,Pashmak and Garden,500.0,1300.0,['implementation'],PROGRAMMING
234,C,Weather,,1300.0,"['dp', 'implementation']",PROGRAMMING
1104,B,Game with string,1000.0,1300.0,"['data structures', 'implementation', 'math']",PROGRAMMING
796,B,Find The Bone,750.0,1300.0,['implementation'],PROGRAMMING
792,B,Counting-out Rhyme,,1300.0,['implementation'],PROGRAMMING
787,B,Not Afraid,1000.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
761,B,Dasha and friends,1000.0,1300.0,"['brute force', 'implementation', 'math']",PROGRAMMING
754,A,Lesha and array splitting,500.0,1300.0,"['constructive algorithms', 'greedy', 'implementation']",PROGRAMMING
920,B,Tea Queue,,1300.0,['implementation'],PROGRAMMING
750,B,New Year and North Pole,750.0,1300.0,"['geometry', 'implementation']",PROGRAMMING
926,A,2-3-numbers,,1300.0,"['implementation', 'math']",PROGRAMMING
959,B,Mahmoud and Ehab and the message,1000.0,1300.0,"['dsu', 'greedy', 'implementation']",PROGRAMMING
1131,B,Draw!,1000.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
1118,B,Tanya and Candies,,1300.0,['implementation'],PROGRAMMING
1100,B,Build a Contest,1000.0,1300.0,"['data structures', 'implementation']",PROGRAMMING
808,B,Average Sleep Time,,1300.0,"['data structures', 'implementation', 'math']",PROGRAMMING
285,C,Building Permutation,1500.0,1300.0,"['greedy', 'implementation', 'sortings']",PROGRAMMING
1099,C,Postcard,1250.0,1300.0,"['constructive algorithms', 'implementation']",PROGRAMMING
1055,B,Alice and Hairdresser,1000.0,1300.0,"['dsu', 'implementation']",PROGRAMMING
1043,B,Lost Array,1000.0,1300.0,['implementation'],PROGRAMMING
1059,B,Forgery,1000.0,1300.0,['implementation'],PROGRAMMING
1030,C,Vasya and Golden Ticket,750.0,1300.0,['implementation'],PROGRAMMING
1029,A,Many Equal Substrings,,1300.0,"['implementation', 'strings']",PROGRAMMING
1027,B,Numbers on the Chessboard,,1300.0,"['implementation', 'math']",PROGRAMMING
1023,A,Single Wildcard Pattern Matching,500.0,1300.0,"['brute force', 'implementation', 'strings']",PROGRAMMING
1016,B,Segment Occurrences,,1300.0,"['brute force', 'implementation']",PROGRAMMING
1015,B,Obtaining the String,,1300.0,['implementation'],PROGRAMMING
807,B,T-Shirt Hunt,1000.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
1101,B,Accordion,,1300.0,"['greedy', 'implementation']",PROGRAMMING
811,B,Vladik and Complicated Book,1000.0,1300.0,"['implementation', 'sortings']",PROGRAMMING
908,B,New Year and Buggy Bot,750.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
812,A,Sagheer and Crossroads,500.0,1300.0,['implementation'],PROGRAMMING
230,B,T-primes,500.0,1300.0,"['binary search', 'implementation', 'math', 'number theory']",PROGRAMMING
342,A,Xenia and Divisors,500.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
222,B,Cosmic Tables,1000.0,1300.0,"['data structures', 'implementation']",PROGRAMMING
519,C,A and B and Team Training,1500.0,1300.0,"['greedy', 'implementation', 'math', 'number theory']",PROGRAMMING
592,A,PawnChess,500.0,1300.0,['implementation'],PROGRAMMING
899,B,Months and Years,1000.0,1300.0,['implementation'],PROGRAMMING
919,C,Seat Arrangements,1000.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
914,B,Conan and Agasa play a Card Game,1000.0,1300.0,"['games', 'greedy', 'implementation']",PROGRAMMING
915,B,Browser,,1300.0,['implementation'],PROGRAMMING
33,A,What is for dinner?,500.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
298,B,Sail,500.0,1300.0,"['brute force', 'greedy', 'implementation']",PROGRAMMING
509,B,Painting Pebbles,,1300.0,"['constructive algorithms', 'greedy', 'implementation']",PROGRAMMING
886,C,Petya and Catacombs,1500.0,1300.0,"['dsu', 'greedy', 'implementation', 'trees']",PROGRAMMING
879,B,Table Tennis,1000.0,1300.0,"['data structures', 'implementation']",PROGRAMMING
883,F,Lost in Transliteration,,1300.0,['implementation'],PROGRAMMING
39,F,Pacifist frogs,,1300.0,['implementation'],PROGRAMMING
828,B,Black Square,750.0,1300.0,['implementation'],PROGRAMMING
39,H,Multiplication Table,,1300.0,['implementation'],PROGRAMMING
40,A,Find Color,500.0,1300.0,"['constructive algorithms', 'implementation', 'math']",PROGRAMMING
44,C,Holidays,,1300.0,['implementation'],PROGRAMMING
898,B,Proper Nutrition,750.0,1300.0,"['brute force', 'implementation', 'number theory']",PROGRAMMING
59,B,Fortune Telling,1000.0,1200.0,"['implementation', 'number theory']",PROGRAMMING
645,A,Amity Assessment,500.0,1200.0,"['brute force', 'constructive algorithms', 'implementation']",PROGRAMMING
66,B,Petya and Countryside,1000.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
635,A,Orchestra,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
659,C,Tanya and Toys,1000.0,1200.0,"['greedy', 'implementation']",PROGRAMMING
570,A,Elections,500.0,1200.0,['implementation'],PROGRAMMING
639,A,Bear and Displayed Friends,500.0,1200.0,['implementation'],PROGRAMMING
869,A,The Artful Expedient,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
558,A,Lala Land and Apple Trees,500.0,1200.0,"['brute force', 'implementation', 'sortings']",PROGRAMMING
743,A,Vladik and flights,500.0,1200.0,"['constructive algorithms', 'greedy', 'implementation']",PROGRAMMING
471,A,MUH and Sticks,500.0,1200.0,['implementation'],PROGRAMMING
593,A,2Char,250.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
38,B,Chess,,1200.0,"['brute force', 'implementation', 'math']",PROGRAMMING
408,B,Garland,1000.0,1200.0,['implementation'],PROGRAMMING
574,A,Bear and Elections,500.0,1200.0,['implementation'],PROGRAMMING
366,B,Dima and To-do List,1000.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
548,A,Mike and Fax,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
616,A,Comparing Two Long Integers,,1200.0,"['implementation', 'strings']",PROGRAMMING
660,B,Seating On Bus,,1200.0,['implementation'],PROGRAMMING
5,A,Chat Servers Outgoing Traffic,,1200.0,['implementation'],PROGRAMMING
103,A,Testing Pants for Sadness,500.0,1200.0,"['greedy', 'implementation', 'math']",PROGRAMMING
722,B,Verse Pattern,500.0,1200.0,"['implementation', 'strings']",PROGRAMMING
491,A,Up the hill,500.0,1200.0,['implementation'],PROGRAMMING
478,A,Initial Bet,500.0,1200.0,['implementation'],PROGRAMMING
75,A,Life Without Zeros,500.0,1200.0,['implementation'],PROGRAMMING
557,A,Ilya and Diplomas,500.0,1200.0,"['greedy', 'implementation']",PROGRAMMING
581,B,Luxurious Houses,1000.0,1200.0,['implementation'],PROGRAMMING
602,A,Two Bases,500.0,1200.0,['implementation'],PROGRAMMING
606,A,Magic Spheres,500.0,1200.0,['implementation'],PROGRAMMING
63,B,Settlers' Training,1000.0,1200.0,['implementation'],PROGRAMMING
591,B,Rebranding,1000.0,1200.0,['implementation'],PROGRAMMING
612,B,HDD is Outdated Technology,,1200.0,['implementation'],PROGRAMMING
583,B,Robot's Task,1000.0,1200.0,['implementation'],PROGRAMMING
401,B,Sereja and Contests,1000.0,1200.0,"['greedy', 'implementation', 'math']",PROGRAMMING
432,B,Football Kit,1000.0,1200.0,"['brute force', 'greedy', 'implementation']",PROGRAMMING
877,A,Alex and broken contest,500.0,1200.0,"['implementation', 'strings']",PROGRAMMING
88,A,Chord,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
466,A,Cheap Travel,500.0,1200.0,['implementation'],PROGRAMMING
767,A,Snacktower,500.0,1200.0,"['data structures', 'implementation']",PROGRAMMING
43,B,Letter,1000.0,1200.0,"['implementation', 'strings']",PROGRAMMING
452,A,Eevee,500.0,1200.0,"['brute force', 'implementation', 'strings']",PROGRAMMING
799,A,Carrot Cakes,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
445,A,DZY Loves Chessboard,500.0,1200.0,"['dfs and similar', 'implementation']",PROGRAMMING
439,B,"Devu, the Dumb Guy",1000.0,1200.0,"['implementation', 'sortings']",PROGRAMMING
754,B,Ilya and tic-tac-toe game,1000.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
433,B,Kuriyama Mirai's Stones,1500.0,1200.0,"['dp', 'implementation', 'sortings']",PROGRAMMING
433,A,Kitahara Haruki's Gift,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
813,A,The Contest,,1200.0,['implementation'],PROGRAMMING
817,A,Treasure Hunt,,1200.0,"['implementation', 'math', 'number theory']",PROGRAMMING
431,B,Shower Line,1500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
495,A,Digital Counter,500.0,1200.0,['implementation'],PROGRAMMING
758,B,Blown Garland,1000.0,1200.0,['implementation'],PROGRAMMING
467,B,Fedor and New Game,1000.0,1200.0,"['bitmasks', 'brute force', 'constructive algorithms', 'implementation']",PROGRAMMING
389,B,Fox and Cross,1000.0,1200.0,"['greedy', 'implementation']",PROGRAMMING
902,A,Visiting a Friend,500.0,1200.0,['implementation'],PROGRAMMING
106,A,Card Game,500.0,1200.0,['implementation'],PROGRAMMING
895,A,Pizza Separation,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
47,B,Coins,1000.0,1200.0,['implementation'],PROGRAMMING
903,B,The Modcrab,,1200.0,"['greedy', 'implementation']",PROGRAMMING
109,A,Lucky Sum of Digits,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
379,B,New Year Present,1000.0,1200.0,"['constructive algorithms', 'implementation']",PROGRAMMING
371,A,K-Periodic Array,500.0,1200.0,"['implementation', 'math']",PROGRAMMING
828,A,Restaurant Tables,500.0,1200.0,['implementation'],PROGRAMMING
911,B,Two Cakes,,1200.0,"['binary search', 'brute force', 'implementation']",PROGRAMMING
913,B,Christmas Spruce,750.0,1200.0,"['implementation', 'trees']",PROGRAMMING
916,A,Jamie and Alarm Snooze,500.0,1200.0,"['brute force', 'implementation', 'math']",PROGRAMMING
413,A,Data Recovery,500.0,1200.0,['implementation'],PROGRAMMING
424,B,Megacity,1000.0,1200.0,"['binary search', 'greedy', 'implementation', 'sortings']",PROGRAMMING
825,A,Binary Protocol,,1200.0,['implementation'],PROGRAMMING
721,B,Passwords,1000.0,1200.0,"['implementation', 'math', 'sortings', 'strings']",PROGRAMMING
960,A,Check the string,500.0,1200.0,['implementation'],PROGRAMMING
714,B,Filya and Homework,1000.0,1200.0,['implementation'],PROGRAMMING
1090,M,The Pleasant Walk,,1200.0,['implementation'],PROGRAMMING
237,A,Free Cash,500.0,1200.0,['implementation'],PROGRAMMING
1070,K,Video Posts,,1200.0,['implementation'],PROGRAMMING
222,A,Shooshuns and Sequence ,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
1075,B,Taxi drivers and Lyft,1000.0,1200.0,"['implementation', 'sortings']",PROGRAMMING
1076,B,Divisor Subtraction,,1200.0,"['implementation', 'math', 'number theory']",PROGRAMMING
139,A,Petr and Book,500.0,1200.0,['implementation'],PROGRAMMING
1084,B,Kvass and the Fair Nut,1000.0,1200.0,"['greedy', 'implementation']",PROGRAMMING
1006,B,Polycarp's Practice,,1200.0,"['greedy', 'implementation', 'sortings']",PROGRAMMING
208,D,"Prizes, Prizes, more Prizes",500.0,1200.0,['implementation'],PROGRAMMING
203,A,Two Problems,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
1091,B,New Year and the Treasure Geolocation,1000.0,1200.0,"['constructive algorithms', 'greedy', 'implementation']",PROGRAMMING
186,A,Comparing Strings,500.0,1200.0,"['implementation', 'strings']",PROGRAMMING
1105,B,Zuhair and Strings,1000.0,1200.0,"['brute force', 'implementation', 'strings']",PROGRAMMING
143,B,Help Kingdom of Far Far Away 2,1000.0,1200.0,"['implementation', 'strings']",PROGRAMMING
292,B,Network Topology,1000.0,1200.0,"['graphs', 'implementation']",PROGRAMMING
934,B,A Prosperous Lot,1000.0,1200.0,"['constructive algorithms', 'implementation']",PROGRAMMING
717,C,Potions Homework,,1200.0,"['implementation', 'sortings']",PROGRAMMING
31,A,Worms Evolution,500.0,1200.0,['implementation'],PROGRAMMING
985,A,Chess Placing,,1200.0,['implementation'],PROGRAMMING
985,B,Switches and Lamps,,1200.0,['implementation'],PROGRAMMING
302,B,Eugeny and Play List,1000.0,1200.0,"['binary search', 'implementation', 'two pointers']",PROGRAMMING
596,A,Wilbur and Swimming Pool,500.0,1200.0,['implementation'],PROGRAMMING
313,B,Ilya and Queries,1000.0,1200.0,"['dp', 'implementation']",PROGRAMMING
975,B,Mancala,1000.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
315,B,Sereja and Array,1000.0,1200.0,['implementation'],PROGRAMMING
931,B,World Cup,1000.0,1200.0,['implementation'],PROGRAMMING
967,A,Mind the Gap,500.0,1200.0,['implementation'],PROGRAMMING
327,A,Flipping Game,500.0,1200.0,"['brute force', 'dp', 'implementation']",PROGRAMMING
300,A,Array,500.0,1200.0,"['brute force', 'constructive algorithms', 'implementation']",PROGRAMMING
347,B,Fixed Points,1000.0,1200.0,"['implementation', 'math']",PROGRAMMING
349,A,Cinema Line,500.0,1200.0,"['greedy', 'implementation']",PROGRAMMING
355,B,Vasya and Public Transport,1000.0,1200.0,"['greedy', 'implementation']",PROGRAMMING
166,A,Rank List,500.0,1200.0,"['binary search', 'implementation', 'sortings']",PROGRAMMING
1121,B,Mike and Children,1000.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
234,A,Lefthanders and Righthanders ,,1200.0,['implementation'],PROGRAMMING
519,B,A and B and Compilation Errors,1000.0,1200.0,"['data structures', 'implementation']",PROGRAMMING
357,A,Group of Students,500.0,1200.0,"['brute force', 'greedy', 'implementation']",PROGRAMMING
892,B,Wrath,1000.0,1200.0,"['implementation', 'two pointers']",PROGRAMMING
365,B,The Fibonacci Segment,1000.0,1200.0,['implementation'],PROGRAMMING
708,A,Letters Cyclic Shift,500.0,1200.0,"['constructive algorithms', 'greedy', 'implementation', 'strings']",PROGRAMMING
56,A,Bar,500.0,1200.0,['implementation'],PROGRAMMING
686,B,Little Robber Girl's Zoo,1000.0,1200.0,"['constructive algorithms', 'implementation', 'sortings']",PROGRAMMING
78,B,Easter Eggs,1000.0,1200.0,"['constructive algorithms', 'implementation']",PROGRAMMING
136,B,Ternary Logic,1000.0,1200.0,"['implementation', 'math']",PROGRAMMING
514,A,Chewbaсca and Number,500.0,1200.0,"['greedy', 'implementation']",PROGRAMMING
53,A,Autocomplete,500.0,1200.0,['implementation'],PROGRAMMING
505,A,Mr. Kitayuta's Gift,500.0,1200.0,"['brute force', 'implementation', 'strings']",PROGRAMMING
52,A,123-sequence,500.0,1200.0,['implementation'],PROGRAMMING
712,B,Memory and Trident,1000.0,1200.0,['implementation'],PROGRAMMING
743,B,Chloe and the sequence ,1000.0,1200.0,"['binary search', 'bitmasks', 'constructive algorithms', 'implementation']",PROGRAMMING
1042,B,Vitamins,1000.0,1200.0,"['bitmasks', 'brute force', 'dp', 'implementation']",PROGRAMMING
1042,A,Benches,500.0,1200.0,"['binary search', 'implementation']",PROGRAMMING
239,A,Two Bags of Potatoes,500.0,1200.0,"['greedy', 'implementation', 'math']",PROGRAMMING
133,B,Unary,1000.0,1200.0,['implementation'],PROGRAMMING
1017,B,The Bits,1000.0,1200.0,"['implementation', 'math']",PROGRAMMING
252,A,Little Xor,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
13,A,Numbers,,1200.0,"['implementation', 'math']",PROGRAMMING
1011,B,Planning The Expedition,1000.0,1200.0,"['binary search', 'brute force', 'implementation']",PROGRAMMING
362,B,Petya and Staircases,500.0,1200.0,"['implementation', 'sortings']",PROGRAMMING
255,B,Code Parsing,1000.0,1200.0,['implementation'],PROGRAMMING
257,A,Sockets,500.0,1200.0,"['greedy', 'implementation', 'sortings']",PROGRAMMING
270,A,Fancy Fence,500.0,1200.0,"['geometry', 'implementation', 'math']",PROGRAMMING
1000,A,Codehorses T-shirts,,1200.0,"['greedy', 'implementation']",PROGRAMMING
287,A,IQ Test,500.0,1200.0,"['brute force', 'implementation']",PROGRAMMING
999,C,Alphabetic Removals,,1200.0,['implementation'],PROGRAMMING
1051,A,Vasya And Password,,1200.0,"['greedy', 'implementation', 'strings']",PROGRAMMING
127,B,Canvas Frames,1000.0,1200.0,['implementation'],PROGRAMMING
492,B,Vanya and Lanterns,1000.0,1200.0,"['binary search', 'implementation', 'math', 'sortings']",PROGRAMMING
